Konsum,Feedin,consumlimit_active,feedinlimit_active,limit_consum,limit_feedin,secondmarket_consum,secondmarket_feedin,Zielfunktionswert,Gesammtkostenenergie,Tarif_consum,Tarif_feedin,Konsumgesammt,feedin_gesammt
500.880505952381,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
178.124090608466,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
187.645056216931,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
188.125545634921,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
190.667939814815,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
214.01271494709,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
231.805109126984,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
242.845122354497,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
230.006564153439,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
228.808482142857,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
264.127066798942,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
236.774222883598,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
243.847569444444,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
265.632820767196,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
300.606167328042,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
318.069990079365,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
288.321908068783,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
298.676207010582,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
297.659077380952,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
303.625281084656,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
317.136722883598,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
322.233878968254,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
331.426273148148,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
343.961524470899,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
7356.2158234127,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
7362.27726521164,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
7349.10537367725,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
7361.17395833333,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
